screening_mode,policy,weighted_dest_aoi,weighted_dest_aoi_se,corr_w_c,weight_ratio,alignment,L,mu,lambda_link,nu_edge,kkt_regime,stage1_used_frac,stage2_used_frac,stage2_idle_empty_frac,total_VOQ_arrival_rate,total_delivery_rate,total_overwrite_rate,lambda_hat_min,lambda_hat_max,lambda_hat_sum,qd_iso2_relaxed_sum,qd_iso2_lambda_sum,N,weight_seed,channel_seed,K,warmup,num_seeds,pilot_K,pilot_warmup,num_pilot_seeds,gap_vs_iso_pct,gap_vs_iso_lambda_pct
full,iso1 + iso2,23.755798177188982,0.27237604251642544,-0.848861535912691,10.0,aligned,3,0.4,124.74462547159055,0.0,link-only,1.0,0.6293703703703704,0.37062962962962964,0.24977777777777777,0.24814814814814815,0.0017407407407407406,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.400000000000009,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,0.0,-0.02591629329709022
full,iso1 + iso2-lambda,23.761956395501567,0.27041621704605495,-0.848861535912691,10.0,aligned,3,0.4,124.74462547159055,0.0,link-only,1.0,0.6290740740740741,0.3709259259259259,0.24977777777777777,0.24811111111111114,0.001777777777777778,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.400000000000009,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,0.02592301158079735,0.0
full,Greedy,23.89963854872059,0.2538243518621827,-0.848861535912691,10.0,aligned,3,0.4,124.74462547159055,0.0,link-only,1.0,0.6253333333333333,0.3746666666666667,0.24666666666666667,0.24670370370370373,3.7037037037037037e-05,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.400000000000009,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,0.6054958476189087,0.5794226322420437
full,Uniform,37.89738568282495,0.21620415019041986,-0.848861535912691,10.0,aligned,3,0.4,124.74462547159055,0.0,link-only,1.0,0.6215555555555555,0.3784444444444444,0.2517037037037037,0.24718518518518517,0.004666666666666667,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.400000000000009,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,59.528993301581146,59.48764929978321
full,Joint FGMW,21.598652551426042,0.020246928868020358,-0.848861535912691,10.0,aligned,3,0.7,125.68485027219867,0.0,link-only,1.0,0.35029629629629633,0.6497037037037038,0.2439259259259259,0.24403703703703702,0.0,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.6999999999999942,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,-0.3469653712730447,-0.3469653712730447
full,iso1 + iso2,21.673853317056743,0.2063163276303039,-0.848861535912691,10.0,aligned,3,0.7,125.68485027219867,0.0,link-only,1.0,0.3574074074074074,0.6425925925925926,0.24977777777777777,0.24985185185185185,0.0,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.6999999999999942,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,0.0,0.0
full,iso1 + iso2-lambda,21.673853317056743,0.2063163276303039,-0.848861535912691,10.0,aligned,3,0.7,125.68485027219867,0.0,link-only,1.0,0.3574074074074074,0.6425925925925926,0.24977777777777777,0.24985185185185185,0.0,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.6999999999999942,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,0.0,0.0
full,Greedy,21.787765815348163,0.18161153543184755,-0.848861535912691,10.0,aligned,3,0.7,125.68485027219867,0.0,link-only,1.0,0.35618518518518516,0.6438148148148148,0.24666666666666667,0.24662962962962962,0.0,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.6999999999999942,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,0.5255756631045161,0.5255756631045161
full,Uniform,35.996713147035905,0.21213893489815588,-0.848861535912691,10.0,aligned,3,0.7,125.68485027219867,0.0,link-only,1.0,0.3622592592592593,0.6377407407407407,0.2517037037037037,0.2517037037037037,0.0,0.006425925925925925,0.05307407407407407,0.24914814814814812,0.6999999999999942,0.24914814814814812,8,7,11,10000,1000,3,20000,2000,3,66.08358753958834,66.08358753958834
full,Joint FGMW,82.32370486540266,1.688575787764219,-0.848861535912691,10.0,aligned,5,0.08,0.0,4351.343841584399,edge-only,1.0,0.9967777777777777,0.0032222222222222222,0.16577777777777777,0.08011111111111112,0.08600000000000001,0.004148148148148147,0.03522222222222222,0.16622222222222222,0.08000000000000665,0.08000000000001425,8,7,11,10000,1000,3,20000,2000,3,0.5187179666226838,0.46151244155709925
full,iso1 + iso2,81.89888065697208,1.2724453588563958,-0.848861535912691,10.0,aligned,5,0.08,0.0,4351.343841584399,edge-only,1.0,0.9971111111111112,0.0028888888888888888,0.16666666666666666,0.08007407407407406,0.08700000000000001,0.004148148148148147,0.03522222222222222,0.16622222222222222,0.08000000000000665,0.08000000000001425,8,7,11,10000,1000,3,20000,2000,3,0.0,-0.0569103210056654
full,iso1 + iso2-lambda,81.94551611324188,1.231136498331152,-0.848861535912691,10.0,aligned,5,0.08,0.0,4351.343841584399,edge-only,1.0,0.9962222222222222,0.003777777777777778,0.16666666666666666,0.08003703703703703,0.08703703703703702,0.004148148148148147,0.03522222222222222,0.16622222222222222,0.08000000000000665,0.08000000000001425,8,7,11,10000,1000,3,20000,2000,3,0.056942727294551077,0.0
full,Greedy,95.2742932701223,2.044260425174697,-0.848861535912691,10.0,aligned,5,0.08,0.0,4351.343841584399,edge-only,1.0,0.9993703703703704,0.0006296296296296296,0.16492592592592595,0.0802962962962963,0.08507407407407408,0.004148148148148147,0.03522222222222222,0.16622222222222222,0.08000000000000665,0.08000000000001425,8,7,11,10000,1000,3,20000,2000,3,16.331618339415677,16.265413641987635
full,Uniform,110.30718740734153,2.8701352132912072,-0.848861535912691,10.0,aligned,5,0.08,0.0,4351.343841584399,edge-only,1.0,0.9952222222222223,0.0047777777777777775,0.16662962962962963,0.07985185185185185,0.08707407407407407,0.004148148148148147,0.03522222222222222,0.16622222222222222,0.08000000000000665,0.08000000000001425,8,7,11,10000,1000,3,20000,2000,3,34.68705130336973,34.6104004701199
full,Joint FGMW,58.74070599712422,0.7310759682861641,-0.848861535912691,10.0,aligned,5,0.12,0.0,1937.1787481578067,edge-only,1.0,0.9726666666666667,0.027333333333333334,0.16655555555555557,0.11737037037037039,0.0495925925925926,0.004148148148148147,0.03522222222222222,0.16622222222222222,0.12000000000002514,0.11999999999998948,8,7,11,10000,1000,3,20000,2000,3,1.307487020412812,1.1611670868134416
